100000 1000
656 28089 92 657
657 28089 93 658
658 28089 94 67230
659 16152 3 55964
660 15955 99 661
661 15955 100 662
662 15955 101 663
663 15955 102 664
664 15955 103 665
665 15955 104 57000
666 9754 20 35168
667 9387 12 668
668 9387 13 669
669 9387 14 670
670 9387 15 671
671 9387 16 672
672 9387 17 673
673 9387 18 674
674 9387 19 675
675 9387 20 676
676 9387 21 677
677 9387 22 22710
678 3856 131 59930
679 8676 74 39222
680 6583 155 98215
681 0 0 0
682 25749 40 47694
683 0 0 0
684 55855 33 15306
685 0 0 0
686 5234 88 86943
687 0 0 0
688 22479 12 14250
689 0 0 0
690 18402 25 691
691 18402 26 692
692 18402 27 693
693 18402 28 8790
694 39237 34 1
695 0 0 0
696 58694 92 697
697 58694 93 698
698 58694 94 699
699 58694 95 700
700 58694 96 701
701 58694 97 702
702 58694 98 703
703 58694 99 704
704 58694 100 705
705 58694 101 706
706 58694 102 10318
707 3912 25 81506
708 43617 129 709
709 43617 130 710
710 43617 131 711
711 43617 132 712
712 43617 133 713
713 43617 134 47736
714 56034 106 8966
715 65435 95 32385
716 1186 49 33926
717 0 0 0
718 49 66 20192
719 20124 60 720
720 20124 61 721
721 20124 62 85702
722 17745 91 80026
723 0 0 0
724 62531 49 725
725 62531 50 726
726 62531 51 727
727 62531 52 728
728 62531 53 729
729 62531 54 730
730 62531 55 731
731 62531 56 732
732 62531 57 44816
733 45910 84 95999
734 0 0 0
735 0 0 0
736 9033 125 737
737 9033 126 738
738 9033 127 80590
739 42503 83 67460
740 0 0 0
741 0 0 0
742 49414 65 56040
743 31668 7 54236
744 48244 37 20030
745 56613 35 89902
746 58686 56 40272
747 0 0 0
748 42032 45 749
749 42032 46 750
750 42032 47 751
751 42032 48 752
752 42032 49 753
753 42032 50 754
754 42032 51 755
755 42032 52 756
756 42032 53 36956
757 3157 44 758
758 3157 45 759
759 3157 46 760
760 3157 47 761
761 3157 48 762
762 3157 49 763
763 3157 50 764
764 3157 51 765
765 3157 52 766
766 3157 53 1
767 61017 47 768
768 61017 48 769
769 61017 49 770
770 61017 50 771
771 61017 51 24500
772 19701 84 12427
773 24173 34 11507
774 62545 67 1
775 26894 1 776
776 26894 2 777
777 26894 3 91947
778 13176 14 65871
779 0 0 0
780 58686 87 54986
781 0 0 0
782 18454 26 82018
783 0 0 0
784 14528 1 785
785 14528 2 786
786 14528 3 787
787 14528 4 788
788 14528 5 789
789 14528 6 790
790 14528 7 791
791 14528 8 792
792 14528 9 793
793 14528 10 794
794 14528 11 795
795 14528 12 796
796 14528 13 797
797 14528 14 798
798 14528 15 799
799 14528 16 800
800 14528 17 801
801 14528 18 802
802 14528 19 803
803 14528 20 804
804 14528 21 805
805 14528 22 806
806 14528 23 807
807 14528 24 808
808 14528 25 809
809 14528 26 810
810 14528 27 811
811 14528 28 812
812 14528 29 813
813 14528 30 814
814 14528 31 815
815 14528 32 816
816 14528 33 817
817 14528 34 818
818 14528 35 819
819 14528 36 820
820 14528 37 821
821 14528 38 822
822 14528 39 823
823 14528 40 824
824 14528 41 825
825 14528 42 826
826 14528 43 827
827 14528 44 828
828 14528 45 829
829 14528 46 830
830 14528 47 831
831 14528 48 832
832 14528 49 833
833 14528 50 834
834 14528 51 835
835 14528 52 836
836 14528 53 837
837 14528 54 838
838 14528 55 839
839 14528 56 840
840 14528 57 841
841 14528 58 842
842 14528 59 843
843 14528 60 844
844 14528 61 845
845 14528 62 846
846 14528 63 847
847 14528 64 848
848 14528 65 849
849 14528 66 850
850 14528 67 851
851 14528 68 852
852 14528 69 853
853 14528 70 854
854 14528 71 855
855 14528 72 856
856 14528 73 857
857 14528 74 858
858 14528 75 859
859 14528 76 860
860 14528 77 861
861 14528 78 862
862 14528 79 863
863 14528 80 864
864 14528 81 865
865 14528 82 866
866 14528 83 867
867 14528 84 868
868 14528 85 869
869 14528 86 870
870 14528 87 871
871 14528 88 872
872 14528 89 873
873 14528 90 874
874 14528 91 875
875 14528 92 876
876 14528 93 877
877 14528 94 878
878 14528 95 879
879 14528 96 880
880 14528 97 881
881 14528 98 882
882 14528 99 883
883 14528 100 884
884 14528 101 885
885 14528 102 886
886 14528 103 887
887 14528 104 888
888 14528 105 889
889 14528 106 890
890 14528 107 891
891 14528 108 892
892 14528 109 893
893 14528 110 894
894 14528 111 895
895 14528 112 896
896 14528 113 897
897 14528 114 898
898 14528 115 899
899 14528 116 900
900 14528 117 901
901 14528 118 902
902 14528 119 903
903 14528 120 904
904 14528 121 905
905 14528 122 906
906 14528 123 907
907 14528 124 908
908 14528 125 909
909 14528 126 910
910 14528 127 911
911 14528 128 912
912 14528 129 913
913 14528 130 914
914 14528 131 915
915 14528 132 916
916 14528 133 917
917 14528 134 918
918 14528 135 919
919 14528 136 920
920 14528 137 921
921 14528 138 922
922 14528 139 923
923 14528 140 924
924 14528 141 925
925 14528 142 926
926 14528 143 927
927 14528 144 928
928 14528 145 1
929 6583 118 19047
930 32777 137 78328
931 0 0 0
932 22502 60 98930
933 0 0 0
934 0 0 0
935 3856 29 91924
936 41087 57 937
937 41087 58 938
938 41087 59 939
939 41087 60 41432
940 14279 101 1814
941 0 0 0
942 1514 99 55487
943 49138 80 97878
944 37435 62 2123
945 0 0 0
946 0 0 0
947 50878 134 948
948 50878 135 949
949 50878 136 950
950 50878 137 67720
951 7488 84 8366
952 0 0 0
953 0 0 0
954 58375 30 59498
955 24246 30 956
956 24246 31 957
957 24246 32 39047
958 48244 33 5322
959 0 0 0
960 18481 12 48537
961 51977 94 30520
962 0 0 0
963 56114 19 964
964 56114 20 965
965 56114 21 966
966 56114 22 967
967 56114 23 968
968 56114 24 969
969 56114 25 970
970 56114 26 971
971 56114 27 972
972 56114 28 973
973 56114 29 974
974 56114 30 975
975 56114 31 976
976 56114 32 977
977 56114 33 978
978 56114 34 979
979 56114 35 980
980 56114 36 981
981 56114 37 982
982 56114 38 983
983 56114 39 984
984 56114 40 985
985 56114 41 986
986 56114 42 987
987 56114 43 988
988 56114 44 989
989 56114 45 34935
990 50528 35 97513
991 0 0 0
992 0 0 0
993 34979 52 59408
994 1598 161 1
995 0 0 0
996 19162 131 78023
997 0 0 0
998 13812 3 73524
999 41022 61 163
1000 56034 119 72684
1001 57847 11 41436
1002 19198 75 38463
1003 25517 122 1468
1004 23927 66 56744
1005 44153 32 41444
1006 63299 12 1007
1007 63299 13 42060
1008 40006 33 3017
1009 33917 123 44506
1010 10489 78 1011
1011 10489 79 1012
1012 10489 80 1013
1013 10489 81 21237
1014 61991 143 36313
1015 0 0 0
1016 57117 36 14028
1017 0 0 0
1018 18389 40 4693
1019 0 0 0
1020 19162 35 4149
1021 62511 74 89435
1022 0 0 0
1023 49968 14 31628
1024 10913 8 14500
1025 0 0 0
1026 60952 142 1027
1027 60952 143 1028
1028 60952 144 1029
1029 60952 145 4452
1030 3856 22 47682
1031 0 0 0
1032 29823 39 53608
1033 41824 142 33816
1034 23927 86 1465
1035 0 0 0
1036 0 0 0
1037 7748 85 84545
1038 30833 72 41765
1039 0 0 0
1040 9084 26 97852
1041 0 0 0
1042 3169 1 1043
1043 3169 2 1044
1044 3169 3 1045
1045 3169 4 1046
1046 3169 5 1047
1047 3169 6 77122
1048 3856 51 47778
1049 0 0 0
1050 12390 9 37844
1051 0 0 0
1052 30625 28 65486
1053 0 0 0
1054 30094 87 54239
1055 0 0 0
1056 0 0 0
1057 58339 35 83586
1058 54691 36 18819
1059 0 0 0
1060 4896 72 72680
1061 50129 34 64639
1062 16205 68 9962
1063 0 0 0
1064 13812 52 43754
1065 43501 95 96482
1066 0 0 0
1067 0 0 0
1068 0 0 0
1069 65179 107 31746
1070 17860 56 82903
1071 0 0 0
1072 42607 18 55461
1073 12736 144 12406
1074 39099 146 8076
1075 0 0 0
1076 0 0 0
1077 12723 49 1078
1078 12723 50 1079
1079 12723 51 1080
1080 12723 52 1081
1081 12723 53 1082
1082 12723 54 1083
1083 12723 55 40914
1084 30476 41 55948
1085 22293 68 1086
1086 22293 69 1087
1087 22293 70 1088
1088 22293 71 1089
1089 22293 72 1090
1090 22293 73 1091
1091 22293 74 1092
1092 22293 75 1093
1093 22293 76 1094
1094 22293 77 1095
1095 22293 78 1096
1096 22293 79 1097
1097 22293 80 1098
1098 22293 81 1099
1099 22293 82 1100
1100 22293 83 1101
1101 22293 84 1102
1102 22293 85 1103
1103 22293 86 1104
1104 22293 87 80249
1105 16205 9 81241
1106 63056 128 25902
1107 0 0 0
1108 0 0 0
1109 30476 94 20184
1110 56460 58 1111
1111 56460 59 78730
1112 30756 6 55048
1113 60478 68 1114
1114 60478 69 1115
1115 60478 70 1116
1116 60478 71 1117
1117 60478 72 1118
1118 60478 73 1119
1119 60478 74 19428
1120 5271 51 71402
1121 0 0 0
1122 33561 27 47284
1123 0 0 0
1124 25517 63 6467
1125 914 166 71401
1126 10458 64 43823
1127 3856 32 20538
1128 18454 50 57228
1129 0 0 0
1130 34496 69 1
1131 62085 39 1132
1132 62085 40 1133
1133 62085 41 1134
1134 62085 42 1135
1135 62085 43 1136
1136 62085 44 1137
1137 62085 45 1138
1138 62085 46 1139
1139 62085 47 94737
1140 13176 75 42542
1141 0 0 0
1142 57898 30 65491
1143 0 0 0
1144 41022 95 24910
1145 44405 126 60825
1146 30833 51 33661
1147 48850 18 90464
1148 57847 24 97978
1149 0 0 0
1150 11214 86 38302
1151 6583 4 94932
1152 32768 82 50684
1153 0 0 0
1154 24197 34 71764
1155 0 0 0
1156 64374 42 1157
1157 64374 43 29005
1158 18454 106 55127
1159 17745 109 64364
1160 0 0 0
1161 50129 17 61088
1162 38282 73 1163
1163 38282 74 18459
1164 49565 24 45124
1165 0 0 0
1166 56460 67 1167
1167 56460 68 1168
1168 56460 69 1169
1169 56460 70 166
1170 56613 23 9970
1171 0 0 0
1172 0 0 0
1173 0 0 0
1174 14824 70 76972
1175 32571 153 22040
1176 37548 23 24954
1177 0 0 0
1178 41824 139 88153
1179 0 0 0
1180 21794 26 1
1181 7830 50 1182
1182 7830 51 1183
1183 7830 52 82918
1184 34504 38 64920
1185 0 0 0
1186 1186 39 55004
1187 0 0 0
1188 19609 54 1189
1189 19609 55 1190
1190 19609 56 1191
1191 19609 57 1192
1192 19609 58 1193
1193 19609 59 9738
1194 47405 42 61560
1195 1598 21 2624
1196 52116 1 1197
1197 52116 2 1198
1198 52116 3 1199
1199 52116 4 1200
1200 52116 5 1201
1201 52116 6 1202
1202 52116 7 1203
1203 52116 8 1204
1204 52116 9 1205
1205 52116 10 1206
1206 52116 11 1207
1207 52116 12 1208
1208 52116 13 1209
1209 52116 14 1210
1210 52116 15 1211
1211 52116 16 1212
1212 52116 17 1213
1213 52116 18 1214
1214 52116 19 1215
1215 52116 20 1216
1216 52116 21 1217
1217 52116 22 1218
1218 52116 23 1219
1219 52116 24 1220
1220 52116 25 1221
1221 52116 26 1222
1222 52116 27 1223
1223 52116 28 1224
1224 52116 29 1225
1225 52116 30 1226
1226 52116 31 1227
1227 52116 32 1228
1228 52116 33 85580
1229 1186 51 83212
1230 18402 39 1231
1231 18402 40 1232
1232 18402 41 1233
1233 18402 42 3312
1234 33910 73 1235
1235 33910 74 1236
1236 33910 75 1237
1237 33910 76 1238
1238 33910 77 1239
1239 33910 78 1240
1240 33910 79 1241
1241 33910 80 1242
1242 33910 81 1243
1243 33910 82 1244
1244 33910 83 1245
1245 33910 84 1246
1246 33910 85 1247
1247 33910 86 1248
1248 33910 87 1249
1249 33910 88 1250
1250 33910 89 1251
1251 33910 90 1252
1252 33910 91 1253
1253 33910 92 1254
1254 33910 93 1255
1255 33910 94 1256
1256 33910 95 1257
1257 33910 96 1258
1258 33910 97 1259
1259 33910 98 1260
1260 33910 99 1261
1261 33910 100 1262
1262 33910 101 1263
1263 33910 102 1264
1264 33910 103 1265
1265 33910 104 1266
1266 33910 105 1267
1267 33910 106 1268
1268 33910 107 1269
1269 33910 108 1270
1270 33910 109 1271
1271 33910 110 71726
1272 9453 1 1273
1273 9453 2 1274
1274 9453 3 1275
1275 9453 4 1276
1276 9453 5 1277
1277 9453 6 1278
1278 9453 7 1279
1279 9453 8 1280
1280 9453 9 1
1281 0 0 0
1282 0 0 0
1283 7744 80 32611
1284 9715 144 79141
1285 56034 1 75554
1286 0 0 0
1287 40006 99 66328
1288 1684 49 59797
1289 0 0 0
1290 0 0 0
1291 0 0 0
1292 59366 64 99260
1293 0 0 0
1294 64581 112 26080
1295 17466 57 23324
1296 55707 51 92552
1297 0 0 0
1298 42607 54 92186
1299 0 0 0
1300 49 43 89173
1301 40866 18 38804
1302 22188 83 36707
1303 0 0 0
1304 41022 117 87783
1305 5941 18 1306
1306 5941 19 1307
1307 5941 20 44533
1308 16442 69 28908
1309 0 0 0
1310 58686 104 45392
1311 0 0 0
1312 11214 5 19470
1313 30094 111 76976
1314 34989 103 10602
1315 0 0 0
1316 0 0 0
1317 0 0 0
1318 34906 50 95008
1319 0 0 0
1320 25517 27 59372
1321 524 44 1322
1322 524 45 1323
1323 524 46 1324
1324 524 47 1325
1325 524 48 1326
1326 524 49 1327
1327 524 50 1328
1328 524 51 1329
1329 524 52 1330
1330 524 53 1331
1331 524 54 1332
1332 524 55 1333
1333 524 56 85276
1334 1514 129 62480
1335 32571 133 11011
1336 0 0 0
1337 0 0 0
1338 61964 54 44364
1339 0 0 0
1340 32571 96 77572
1341 0 0 0
1342 18481 55 3379
1343 42546 30 1344
1344 42546 31 50575
1345 38049 7 59520
1346 44405 95 67799
1347 34979 69 77057
1348 6583 126 20731
1349 0 0 0
1350 42582 1 78018
1351 0 0 0
1352 10582 11 58491
1353 0 0 0
1354 63075 116 57227
1355 9715 102 45649
1356 18489 12 30606
1357 65003 66 2970
1358 59366 87 59801
1359 22587 73 27023
1360 21991 88 89280
1361 0 0 0
1362 7748 21 50606
1363 0 0 0
1364 20857 44 5531
1365 0 0 0
1366 0 0 0
1367 18389 15 69566
1368 49414 45 90860
1369 0 0 0
1370 2526 5 63710
1371 0 0 0
1372 988 10 21772
1373 0 0 0
1374 39099 64 69558
1375 0 0 0
1376 48850 102 64734
1377 7744 88 81398
1378 0 0 0
1379 0 0 0
1380 2583 28 1494
1381 0 0 0
1382 18402 32 1383
1383 18402 33 1384
1384 18402 34 1385
1385 18402 35 36760
1386 8016 2 18910
1387 0 0 0
1388 0 0 0
1389 0 0 0
1390 50881 60 4980
1391 0 0 0
1392 48010 8 1393
1393 48010 9 1394
1394 48010 10 1395
1395 48010 11 44186
1396 14279 46 53971
1397 45278 57 1398
1398 45278 58 1399
1399 45278 59 1400
1400 45278 60 40130
1401 47405 53 40037
1402 58993 41 1403
1403 58993 42 1404
1404 58993 43 1405
1405 58993 44 1406
1406 58993 45 1407
1407 58993 46 1408
1408 58993 47 1409
1409 58993 48 1410
1410 58993 49 1411
1411 58993 50 1412
1412 58993 51 1413
1413 58993 52 1414
1414 58993 53 1415
1415 58993 54 1416
1416 58993 55 1417
1417 58993 56 1418
1418 58993 57 1419
1419 58993 58 1420
1420 58993 59 1421
1421 58993 60 1422
1422 58993 61 1423
1423 58993 62 1424
1424 58993 63 1425
1425 58993 64 1426
1426 58993 65 1427
1427 58993 66 1428
1428 58993 67 1429
1429 58993 68 1430
1430 58993 69 1431
1431 58993 70 24178
1432 10578 30 1433
1433 10578 31 1434
1434 10578 32 1435
1435 10578 33 1436
1436 10578 34 1437
1437 10578 35 1438
1438 10578 36 1439
1439 10578 37 1440
1440 10578 38 1441
1441 10578 39 1442
1442 10578 40 1443
1443 10578 41 1444
1444 10578 42 1445
1445 10578 43 1446
1446 10578 44 1447
1447 10578 45 1448
1448 10578 46 1449
1449 10578 47 1450
1450 10578 48 1451
1451 10578 49 35060
1452 49138 59 43590
1453 0 0 0
1454 33878 90 40342
1455 27451 129 40571
1456 14508 1 1457
1457 14508 2 1458
1458 14508 3 1459
1459 14508 4 1460
1460 14508 5 52095
1461 63822 22 38312
1462 38282 66 1463
1463 38282 67 1464
1464 38282 68 65094
1465 23927 87 80176
1466 44405 132 21706
1467 0 0 0
1468 25517 123 80988
1469 0 0 0
1470 42523 49 29884
1471 0 0 0
1472 35914 47 22751
1473 49138 10 89484
1474 5941 59 1475
1475 5941 60 56965
1476 17687 52 60244
1477 0 0 0
1478 17687 134 46121
1479 0 0 0
1480 0 0 0
1481 0 0 0
1482 31298 151 41070
1483 0 0 0
1484 52695 18 10886
1485 30397 13 27324
1486 0 0 0
1487 27332 22 1488
1488 27332 23 1489
1489 27332 24 1490
1490 27332 25 76026
1491 52695 12 73708
1492 0 0 0
1493 0 0 0
1494 2583 29 6415
1495 0 0 0
1496 0 0 0
1497 5234 101 63905
1498 10913 26 99016
1499 47115 75 31045
1500 30833 12 84418
1501 0 0 0
1502 28875 77 1503
1503 28875 78 1504
1504 28875 79 1505
1505 28875 80 14194
1506 5271 14 39066
1507 51977 55 91705
1508 62818 5 31152
1509 0 0 0
1510 17687 82 32247
1511 0 0 0
1512 15385 92 93890
1513 0 0 0
1514 20124 34 1515
1515 20124 35 1516
1516 20124 36 1517
1517 20124 37 6747
1518 17745 31 81874
1519 28552 84 46250
1520 7578 1 1521
1521 7578 2 1522
1522 7578 3 1523
1523 7578 4 16578
1524 63822 60 14494
1525 7744 32 61166
1526 10458 34 82408
1527 0 0 0
1528 45846 94 653
1529 0 0 0
1530 0 0 0
1531 42312 75 1
1532 20405 1 1533
1533 20405 2 1
1534 41022 71 68061
1535 0 0 0
1536 18982 46 1537
1537 18982 47 1538
1538 18982 48 72051
1539 56520 28 86204
1540 34906 99 84022
1541 0 0 0
1542 14263 10 70728
1543 0 0 0
1544 45322 13 86896
1545 30840 25 1546
1546 30840 26 1547
1547 30840 27 1548
1548 30840 28 1549
1549 30840 29 1550
1550 30840 30 1551
1551 30840 31 1552
1552 30840 32 1553
1553 30840 33 1554
1554 30840 34 1555
1555 30840 35 1556
1556 30840 36 1557
1557 30840 37 1558
1558 30840 38 1559
1559 30840 39 1560
1560 30840 40 1561
1561 30840 41 1562
1562 30840 42 1563
1563 30840 43 1564
1564 30840 44 1565
1565 30840 45 99294
1566 30094 1 89794
1567 0 0 0
1568 55855 87 85172
1569 59366 21 69512
1570 32571 50 62254
1571 14824 32 57314
1572 0 0 0
1573 19162 106 40220
1574 34906 13 46675
1575 18136 34 71371
1576 47359 14 1577
1577 47359 15 1578
1578 47359 16 1579
1579 47359 17 76860
1580 48850 85 66200
1581 58654 6 56650
1582 46787 17 1583
1583 46787 18 28668
1584 25517 71 35252
1585 0 0 0
1586 0 0 0
1587 63068 72 33650
1588 5017 84 66680
1589 0 0 0
1590 545 6 1591
1591 545 7 1592
1592 545 8 1593
1593 545 9 1594
1594 545 10 1595
1595 545 11 15574
1596 41328 21 1597
1597 41328 22 1598
1598 41328 23 1599
1599 41328 24 1600
1600 41328 25 1601
1601 41328 26 1602
1602 41328 27 1603
1603 41328 28 1604
1604 41328 29 1605
1605 41328 30 1606
1606 41328 31 1607
1607 41328 32 1608
1608 41328 33 1609
1609 41328 34 26643
1610 21991 84 83830
1611 0 0 0
1612 31069 90 1613
1613 31069 91 1614
1614 31069 92 15584
1615 3856 76 79101
1616 27451 102 99124
1617 62119 53 1618
1618 62119 54 1619
1619 62119 55 1620
1620 62119 56 1621
1621 62119 57 1622
1622 62119 58 1623
1623 62119 59 1624
1624 62119 60 1625
1625 62119 61 1626
1626 62119 62 1627
1627 62119 63 94780
1628 40866 30 83224
1629 0 0 0
1630 63472 76 13340
1631 45165 100 1632
1632 45165 101 1633
1633 45165 102 1634
1634 45165 103 1635
1635 45165 104 1636
1636 45165 105 65360
1637 7488 7 51466
1638 3912 45 82511
1639 0 0 0
1640 56460 36 1641
1641 56460 37 1642
1642 56460 38 1643
1643 56460 39 80932
1644 32165 108 1645
1645 32165 109 1646
1646 32165 110 1647
1647 32165 111 1648
1648 32165 112 6448
1649 62511 86 63328
1650 1148 24 40230
1651 11214 62 87330
1652 4896 133 268
1653 4708 112 1654
1654 4708 113 1655
1655 4708 114 1656
1656 4708 115 83722
1657 61622 158 5556
1658 0 0 0
1659 0 0 0
1660 43501 36 47992
1661 62121 131 1662
1662 62121 132 1663
1663 62121 133 1664
1664 62121 134 1665
1665 62121 135 1666
1666 62121 136 1667
1667 62121 137 1668
1668 62121 138 1669
1669 62121 139 1670
1670 62121 140 1671
1671 62121 141 1672
1672 62121 142 1673
1673 62121 143 1674
1674 62121 144 1675
1675 62121 145 1676
1676 62121 146 1677
1677 62121 147 1678
1678 62121 148 1679
1679 62121 149 1680
1680 62121 150 1681
1681 62121 151 1682
1682 62121 152 1683
1683 62121 153 1684
1684 62121 154 1685
1685 62121 155 1686
1686 62121 156 1687
1687 62121 157 1688
1688 62121 158 1689
1689 62121 159 1690
1690 62121 160 1691
1691 62121 161 1692
1692 62121 162 1693
1693 62121 163 1694
1694 62121 164 1695
1695 62121 165 1696
1696 62121 166 1697
1697 62121 167 1698
1698 62121 168 1699
1699 62121 169 1700
1700 62121 170 1701
1701 62121 171 1
1702 40783 25 1703
1703 40783 26 1704
1704 40783 27 1705
1705 40783 28 2103
1706 44153 78 57216
1707 48795 66 87965
1708 19162 28 56164
1709 0 0 0
1710 15095 43 90484
1711 0 0 0
1712 42531 13 1713
1713 42531 14 1714
1714 42531 15 1715
1715 42531 16 64049
1716 49 13 35462
1717 0 0 0
1718 58900 62 75167
1719 0 0 0
1720 63068 2 80002
1721 21494 111 1722
1722 21494 112 1723
1723 21494 113 36430
1724 35497 40 72893
1725 65435 122 97546
1726 34989 58 9872
1727 0 0 0
1728 35363 98 45742
1729 0 0 0
1730 0 0 0
1731 12576 6 42418
1732 44984 54 89570
1733 58900 46 54219
1734 6583 100 37110
1735 0 0 0
1736 0 0 0
1737 50528 130 1
1738 15089 11 1739
1739 15089 12 1740
1740 15089 13 1741
1741 15089 14 1742
1742 15089 15 57471
1743 48746 92 1744
1744 48746 93 1745
1745 48746 94 1746
1746 48746 95 1747
1747 48746 96 9918
1748 13176 93 55120
1749 0 0 0
1750 9754 67 59284
1751 0 0 0
1752 22502 81 69338
1753 15955 12 1754
1754 15955 13 1755
1755 15955 14 1756
1756 15955 15 1757
1757 15955 16 1758
